District Name,Market Name,Variety,Group,Arrivals (Tonnes),Min Price (Rs./Quintal),Max Price (Rs./Quintal),Modal Price (Rs./Quintal),Reported Date
Mansa,Budhlada (Phaphre Bhaike),Other,Cereals,100,1975.0,1975,1975,23-Apr-21
Mansa,Budhlada (Phaphre Bhaike),Other,Cereals,700,1975.0,1975,1975,22-Apr-21
Mansa,Budhlada (Phaphre Bhaike),Other,Cereals,100,1975.0,1975,1975,21-Apr-21
Mansa,Budhlada (Phaphre Bhaike),Other,Cereals,100,1975.0,1975,1975,20-Apr-21
Mansa,Budhlada (Phaphre Bhaike),Other,Cereals,400,1975.0,1975,1975,19-Apr-21
Mansa,Budhlada (Phaphre Bhaike),Other,Cereals,200,1975.0,1975,1975,18-Apr-21
Mansa,Budhlada (Phaphre Bhaike),Other,Cereals,100,1975.0,1975,1975,17-Apr-21
Mansa,Budhlada (Phaphre Bhaike),Other,Cereals,800,1975.0,1975,1975,16-Apr-21
Mansa,Budhlada (Phaphre Bhaike),Other,Cereals,450,1975.0,1975,1975,15-Apr-21
Mansa,Budhlada (Phaphre Bhaike),Other,Cereals,250,1975.0,1975,1975,14-Apr-21
Mansa,Budhlada (Phaphre Bhaike),Other,Cereals,500,1975.0,1975,1975,11-Apr-21
Mohali,Dera Bassi,147 Average,Cereals,"7,488.60",2015.0,2025,2015,21-Apr-22
Mohali,Dera Bassi,147 Average,Cereals,179.45,1975.0,1975,1975,29-Apr-21
Mohali,Dera Bassi,147 Average,Cereals,205.8,1975.0,1975,1975,28-Apr-21
Mohali,Dera Bassi,147 Average,Cereals,245.85,1975.0,1975,1975,27-Apr-21
Mohali,Dera Bassi,147 Average,Cereals,365.7,1975.0,1975,1975,26-Apr-21
Mohali,Dera Bassi,147 Average,Cereals,154.15,1975.0,1975,1975,25-Apr-21
Mohali,Dera Bassi,147 Average,Cereals,12.6,1975.0,1975,1975,20-Apr-21
Mohali,Dera Bassi,147 Average,Cereals,26.5,1975.0,1975,1975,19-Apr-21
Mohali,Dera Bassi,147 Average,Cereals,57.3,1975.0,1975,1975,18-Apr-21
Mohali,Dera Bassi,147 Average,Cereals,685,1975.0,1975,1975,17-Apr-21
Mohali,Dera Bassi,147 Average,Cereals,"1,867.40",1975.0,1975,1975,15-Apr-21
Mohali,Dera Bassi,147 Average,Cereals,"1,883.00",1975.0,1975,1975,14-Apr-21
Mohali,Dera Bassi,147 Average,Cereals,"1,883.00",1975.0,1975,1975,13-Apr-21
Mohali,Dera Bassi,147 Average,Cereals,102.9,1975.0,1975,1975,12-Apr-21
Mohali,Dera Bassi,147 Average,Cereals,"1,385.00",1975.0,1975,1975,11-Apr-21
Mohali,Dera Bassi,147 Average,Cereals,102.28,1975.0,1975,1975,10-Apr-21
Moga,Dharamkot,Other,Cereals,85.9,1975.0,1975,1975,13-May-21
Moga,Dharamkot,Other,Cereals,68.5,1975.0,1975,1975,12-May-21
Moga,Dharamkot,Other,Cereals,118.7,1975.0,1975,1975,11-May-21
Moga,Dharamkot,Other,Cereals,190.2,1975.0,1975,1975,10-May-21
Moga,Dharamkot,Other,Cereals,109.3,1975.0,1975,1975,09-May-21
Moga,Dharamkot,Other,Cereals,"1,272.00",1975.0,1975,1975,05-May-21
Moga,Dharamkot,Other,Cereals,"2,011.60",1975.0,1975,1975,02-May-21
Moga,Dharamkot,Other,Cereals,"1,395.40",1975.0,1975,1975,01-May-21
Moga,Dharamkot,Other,Cereals,"7,598.75",1975.0,1975,1975,29-Apr-21
Moga,Dharamkot,Other,Cereals,"3,268.60",1975.0,1975,1975,26-Apr-21
Moga,Dharamkot,Other,Cereals,"6,318.00",1975.0,1975,1975,25-Apr-21
Moga,Dharamkot,Other,Cereals,"4,228.20",1975.0,1975,1975,23-Apr-21
Moga,Dharamkot,Other,Cereals,"3,035.00",1975.0,1975,1975,22-Apr-21
Moga,Dharamkot,Other,Cereals,"7,395.00",1975.0,1975,1975,19-Apr-21
Moga,Dharamkot,Other,Cereals,"6,025.00",1975.0,1975,1975,18-Apr-21
Moga,Dharamkot,Other,Cereals,"8,879.00",1975.0,1975,1975,17-Apr-21
Moga,Dharamkot,Other,Cereals,"58,902.00",1975.0,1975,1975,16-Apr-21
Moga,Dharamkot,Other,Cereals,"4,780.00",1975.0,1975,1975,15-Apr-21
Muktsar,Giddarbaha,Other,Cereals,965,2015.0,2015,2015,03-May-22
Muktsar,Giddarbaha,Other,Cereals,"1,152.00",2015.0,2015,2015,02-May-22
Muktsar,Giddarbaha,Other,Cereals,"2,760.00",1975.0,1975,1975,12-May-21
Muktsar,Giddarbaha,Other,Cereals,"5,261.00",1975.0,1975,1975,11-May-21
Muktsar,Giddarbaha,Other,Cereals,285,1975.0,1975,1975,10-May-21
Muktsar,Giddarbaha,Other,Cereals,300,1975.0,1975,1975,09-May-21
Muktsar,Giddarbaha,Other,Cereals,4.65,1975.0,1975,1975,08-May-21
Muktsar,Giddarbaha,Other,Cereals,"3,097.00",1975.0,1975,1975,07-May-21
Muktsar,Giddarbaha,Other,Cereals,"6,484.00",1975.0,1975,1975,06-May-21
Muktsar,Giddarbaha,Other,Cereals,"8,126.00",1975.0,1975,1975,05-May-21
Muktsar,Giddarbaha,Other,Cereals,"6,292.00",1975.0,1975,1975,04-May-21
Muktsar,Giddarbaha,Other,Cereals,"5,242.00",1975.0,1975,1975,03-May-21
Muktsar,Giddarbaha,Other,Cereals,"8,004.00",1975.0,1975,1975,30-Apr-21
Muktsar,Giddarbaha,Other,Cereals,"7,359.00",1975.0,1975,1975,29-Apr-21
Muktsar,Giddarbaha,Other,Cereals,"8,678.00",1975.0,1975,1975,28-Apr-21
Muktsar,Giddarbaha,Other,Cereals,"9,122.00",1975.0,1975,1975,27-Apr-21
Muktsar,Giddarbaha,Other,Cereals,"7,730.00",1975.0,1975,1975,26-Apr-21
Muktsar,Giddarbaha,Other,Cereals,"11,823.00",1975.0,1975,1975,24-Apr-21
Muktsar,Giddarbaha,Other,Cereals,"7,783.00",1975.0,1975,1975,23-Apr-21
Muktsar,Giddarbaha,Other,Cereals,"11,039.00",1975.0,1975,1975,22-Apr-21
Muktsar,Giddarbaha,Other,Cereals,"9,364.00",1975.0,1975,1975,21-Apr-21
Muktsar,Giddarbaha,Other,Cereals,"5,015.00",1975.0,1975,1975,20-Apr-21
Muktsar,Giddarbaha,Other,Cereals,"11,193.00",1975.0,1975,1975,19-Apr-21
Muktsar,Giddarbaha,Other,Cereals,"11,189.00",1975.0,1975,1975,18-Apr-21
Muktsar,Giddarbaha,Other,Cereals,"12,460.00",1975.0,1975,1975,17-Apr-21
Muktsar,Giddarbaha,Other,Cereals,"5,159.00",1975.0,1975,1975,16-Apr-21
Muktsar,Giddarbaha,Other,Cereals,"10,614.00",1975.0,1975,1975,15-Apr-21
Muktsar,Giddarbaha,Other,Cereals,"6,501.00",1975.0,1975,1975,14-Apr-21
Muktsar,Giddarbaha,Other,Cereals,"4,292.00",1975.0,1975,1975,13-Apr-21
Muktsar,Giddarbaha,Other,Cereals,110,1975.0,1975,1975,11-Apr-21
Muktsar,Giddarbaha,Other,Cereals,10,1975.0,1975,1975,10-Apr-21
Mohali,Kharar,147 Average,Cereals,2.7,2130.0,2130,2130,23-May-23
Mohali,Kharar,147 Average,Cereals,5,2130.0,2130,2130,12-May-23
Mohali,Kharar,147 Average,Cereals,50.1,2125.0,2125,2125,11-May-23
Mohali,Kharar,147 Average,Cereals,38.5,2125.0,2125,2125,09-May-23
Mohali,Kharar,147 Average,Cereals,84.6,2125.0,2125,2125,08-May-23
Mohali,Kharar,147 Average,Cereals,164.8,2125.0,2125,2125,07-May-23
Mohali,Kharar,147 Average,Cereals,150.1,2125.0,2130,2125,04-May-23
Mohali,Kharar,147 Average,Cereals,94,2125.0,2125,2125,03-May-23
Mohali,Kharar,147 Average,Cereals,40.3,2125.0,2125,2125,02-May-23
Mohali,Kharar,147 Average,Cereals,74.7,2125.0,2125,2125,01-May-23
Mohali,Kharar,147 Average,Cereals,144.6,2125.0,2125,2125,30-Apr-23
Mohali,Kharar,147 Average,Cereals,284.8,2125.0,2125,2125,29-Apr-23
Mohali,Kharar,147 Average,Cereals,396.3,2125.0,2130,2125,28-Apr-23
Mohali,Kharar,147 Average,Cereals,741.4,2125.0,2130,2125,27-Apr-23
Mohali,Kharar,147 Average,Cereals,732.4,2125.0,2130,2125,26-Apr-23
Mohali,Kharar,147 Average,Cereals,885.3,2125.0,2130,2125,25-Apr-23
Mohali,Kharar,147 Average,Cereals,887.3,2125.0,2130,2125,24-Apr-23
Mohali,Kharar,147 Average,Cereals,972.8,2125.0,2130,2125,23-Apr-23
Mohali,Kharar,147 Average,Cereals,"1,189.80",2125.0,2125,2125,22-Apr-23
Mohali,Kharar,147 Average,Cereals,"1,215.60",2125.0,2130,2125,21-Apr-23
Mohali,Kharar,147 Average,Cereals,"1,028.90",2125.0,2130,2125,20-Apr-23
Mohali,Kharar,147 Average,Cereals,962.7,2125.0,2125,2125,19-Apr-23
Mohali,Kharar,147 Average,Cereals,"1,282.40",2125.0,2130,2125,18-Apr-23
Mohali,Kharar,147 Average,Cereals,"1,281.10",2125.0,2130,2125,17-Apr-23
Mohali,Kharar,147 Average,Cereals,"1,337.60",2125.0,2130,2125,16-Apr-23
Mohali,Kharar,147 Average,Cereals,"1,471.90",2125.0,2130,2125,15-Apr-23
Mohali,Kharar,147 Average,Cereals,"1,352.70",2125.0,2130,2125,14-Apr-23
Mohali,Kharar,147 Average,Cereals,"1,900.70",2125.0,2130,2125,13-Apr-23
Mohali,Kharar,147 Average,Cereals,510.7,2125.0,2130,2125,12-Apr-23
Mohali,Kharar,147 Average,Cereals,465,2125.0,2130,2125,11-Apr-23
Mohali,Kharar,147 Average,Cereals,45.7,2125.0,2130,2125,10-Apr-23
Mohali,Kharar,147 Average,Cereals,21.2,1975.0,1975,1975,14-May-21
Mohali,Kharar,147 Average,Cereals,18.7,1975.0,1980,1975,12-May-21
Mohali,Kharar,147 Average,Cereals,84.2,1975.0,1975,1975,08-May-21
Mohali,Kharar,147 Average,Cereals,72.3,1975.0,1975,1975,07-May-21
Mohali,Kharar,147 Average,Cereals,58.4,1975.0,1975,1975,05-May-21
Mohali,Kharar,147 Average,Cereals,257.4,1975.0,1980,1975,04-May-21
Mohali,Kharar,147 Average,Cereals,193.3,1975.0,1980,1975,03-May-21
Mohali,Kharar,147 Average,Cereals,319.1,1975.0,1975,1975,02-May-21
Mohali,Kharar,147 Average,Cereals,308.2,1975.0,1975,1975,01-May-21
Mohali,Kharar,147 Average,Cereals,179.8,1975.0,1975,1975,30-Apr-21
Mohali,Kharar,147 Average,Cereals,394.7,1975.0,1975,1975,29-Apr-21
Mohali,Kharar,147 Average,Cereals,605.7,1975.0,1975,1975,28-Apr-21
Mohali,Kharar,147 Average,Cereals,588.2,1975.0,1975,1975,27-Apr-21
Mohali,Kharar,147 Average,Cereals,869.9,1975.0,1975,1975,26-Apr-21
Mohali,Kharar,147 Average,Cereals,972.2,1975.0,1975,1975,25-Apr-21
Mohali,Kharar,147 Average,Cereals,"1,011.20",1975.0,1975,1975,24-Apr-21
Mohali,Kharar,147 Average,Cereals,319.3,1975.0,1980,1975,23-Apr-21
Mohali,Kharar,147 Average,Cereals,"1,166.60",1975.0,1975,1975,22-Apr-21
Mohali,Kharar,147 Average,Cereals,886.3,1975.0,1975,1975,21-Apr-21
Mohali,Kharar,147 Average,Cereals,"1,377.20",1975.0,1975,1975,20-Apr-21
Mohali,Kharar,147 Average,Cereals,"1,717.40",1975.0,1975,1975,18-Apr-21
Mohali,Kharar,147 Average,Cereals,"1,449.30",1975.0,1975,1975,17-Apr-21
Mohali,Kharar,147 Average,Cereals,"2,087.00",1975.0,1975,1975,16-Apr-21
Mohali,Kharar,147 Average,Cereals,"2,295.80",1975.0,1975,1975,15-Apr-21
Mohali,Kharar,147 Average,Cereals,"2,351.60",1975.0,1975,1975,14-Apr-21
Mohali,Kharar,147 Average,Cereals,"2,253.20",1975.0,1975,1975,13-Apr-21
Mohali,Kharar,147 Average,Cereals,"1,323.30",1975.0,1975,1975,12-Apr-21
Mohali,Kharar,147 Average,Cereals,"1,069.00",1975.0,1975,1975,11-Apr-21
Moga,Kot ise Khan,Other,Cereals,40,2125.0,2135,2130,10-May-23
Moga,Kot ise Khan,Other,Cereals,281,2125.0,2135,2130,09-May-23
Moga,Kot ise Khan,Other,Cereals,630,2125.0,2135,2130,07-May-23
Moga,Kot ise Khan,Other,Cereals,50,2125.0,2135,2130,06-May-23
Moga,Kot ise Khan,Other,Cereals,455,2125.0,2135,2130,05-May-23
Moga,Kot ise Khan,Other,Cereals,505.5,2125.0,2135,2130,04-May-23
Moga,Kot ise Khan,Other,Cereals,450,2125.0,2135,2130,03-May-23
Moga,Kot ise Khan,Other,Cereals,"1,700.00",2125.0,2135,2130,02-May-23
Moga,Kot ise Khan,Other,Cereals,"1,375.00",2125.0,2135,2130,30-Apr-23
Moga,Kot ise Khan,Other,Cereals,"3,500.00",2125.0,2135,2130,29-Apr-23
Moga,Kot ise Khan,Other,Cereals,"1,425.00",2125.0,2135,2130,28-Apr-23
Moga,Kot ise Khan,Other,Cereals,"4,100.00",2125.0,2135,2130,27-Apr-23
Moga,Kot ise Khan,Other,Cereals,"4,225.00",2125.0,2135,2130,26-Apr-23
Moga,Kot ise Khan,Other,Cereals,"3,710.00",2125.0,2135,2130,25-Apr-23
Moga,Kot ise Khan,Other,Cereals,"4,000.00",2125.0,2135,2130,24-Apr-23
Moga,Kot ise Khan,Other,Cereals,"3,646.00",2125.0,2135,2130,23-Apr-23
Moga,Kot ise Khan,Other,Cereals,"3,375.00",2125.0,2135,2130,22-Apr-23
Moga,Kot ise Khan,Other,Cereals,450,2125.0,2135,2130,21-Apr-23
Moga,Kot ise Khan,Other,Cereals,"3,525.00",2125.0,2135,2130,20-Apr-23
Moga,Kot ise Khan,Other,Cereals,"3,008.00",2125.0,2135,2130,19-Apr-23
Moga,Kot ise Khan,Other,Cereals,"4,950.00",2125.0,2135,2130,18-Apr-23
Moga,Kot ise Khan,Other,Cereals,775,2125.0,2135,2130,17-Apr-23
Moga,Kot ise Khan,Other,Cereals,"1,060.00",2125.0,2135,2130,16-Apr-23
Moga,Kot ise Khan,Other,Cereals,725,2125.0,2135,2130,15-Apr-23
Moga,Kot ise Khan,Other,Cereals,415,2125.0,2135,2130,14-Apr-23
Moga,Kot ise Khan,Other,Cereals,37,2015.0,2025,2020,12-May-22
Moga,Kot ise Khan,Other,Cereals,331,2015.0,2025,2020,10-May-22
Moga,Kot ise Khan,Other,Cereals,75,2015.0,2025,2020,08-May-22
Moga,Kot ise Khan,Other,Cereals,"1,090.00",2015.0,2025,2020,07-May-22
Moga,Kot ise Khan,Other,Cereals,"2,840.00",2015.0,2025,2020,06-May-22
Moga,Kot ise Khan,Other,Cereals,"1,687.00",2015.0,2025,2020,05-May-22
Moga,Kot ise Khan,Other,Cereals,"7,572.00",2015.0,2025,2020,02-May-22
Moga,Kot ise Khan,Other,Cereals,"1,750.00",2015.0,2025,2020,01-May-22
Moga,Kot ise Khan,Other,Cereals,"5,315.00",2015.0,2025,2020,30-Apr-22
Moga,Kot ise Khan,Other,Cereals,750,2015.0,2025,2020,29-Apr-22
Moga,Kot ise Khan,Other,Cereals,"6,990.00",2015.0,2025,2020,28-Apr-22
Moga,Kot ise Khan,Other,Cereals,"10,610.00",2015.0,2025,2020,27-Apr-22
Moga,Kot ise Khan,Other,Cereals,"19,750.00",2015.0,2025,2020,26-Apr-22
Moga,Kot ise Khan,Other,Cereals,"3,250.00",2015.0,2025,2020,25-Apr-22
Moga,Kot ise Khan,Other,Cereals,"18,000.00",2015.0,2025,2020,24-Apr-22
Moga,Kot ise Khan,Other,Cereals,"26,250.00",2015.0,2025,2020,22-Apr-22
Moga,Kot ise Khan,Other,Cereals,"41,550.00",2015.0,2025,2020,21-Apr-22
Moga,Kot ise Khan,Other,Cereals,"32,250.00",2015.0,2025,2020,20-Apr-22
Moga,Kot ise Khan,Other,Cereals,"4,065.00",2015.0,2025,2020,19-Apr-22
Moga,Kot ise Khan,Other,Cereals,"5,300.00",2015.0,2025,2020,18-Apr-22
Moga,Kot ise Khan,Other,Cereals,"5,030.00",2015.0,2025,2020,17-Apr-22
Moga,Kot ise Khan,Other,Cereals,"4,400.00",2015.0,2025,2020,16-Apr-22
Moga,Kot ise Khan,Other,Cereals,"34,750.00",2015.0,2025,2020,15-Apr-22
Moga,Kot ise Khan,Other,Cereals,"13,875.00",2015.0,2025,2020,14-Apr-22
Moga,Kot ise Khan,Other,Cereals,"8,775.00",2015.0,2025,2020,13-Apr-22
Moga,Kot ise Khan,Other,Cereals,"7,575.00",2015.0,2025,2020,12-Apr-22
Moga,Kot ise Khan,Other,Cereals,500,2015.0,2025,2020,11-Apr-22
Moga,Kot ise Khan,Other,Cereals,125,1975.0,1985,1980,22-May-21
Moga,Kot ise Khan,Other,Cereals,181,1975.0,1985,1980,21-May-21
Moga,Kot ise Khan,Other,Cereals,407,1975.0,1985,1980,20-May-21
Moga,Kot ise Khan,Other,Cereals,784,1975.0,1985,1980,16-May-21
Moga,Kot ise Khan,Other,Cereals,445,1975.0,1985,1980,15-May-21
Moga,Kot ise Khan,Other,Cereals,100,1975.0,1985,1980,14-May-21
Moga,Kot ise Khan,Other,Cereals,225,1975.0,1985,1980,12-May-21
Moga,Kot ise Khan,Other,Cereals,"9,277.00",1975.0,1985,1980,11-May-21
Moga,Kot ise Khan,Other,Cereals,"3,500.00",1975.0,1985,1980,09-May-21
Moga,Kot ise Khan,Other,Cereals,"1,000.00",1975.0,1985,1980,08-May-21
Moga,Kot ise Khan,Other,Cereals,"4,475.00",1975.0,1985,1980,07-May-21
Moga,Kot ise Khan,Other,Cereals,"11,098.00",1975.0,1985,1980,06-May-21
Moga,Kot ise Khan,Other,Cereals,"7,888.00",1975.0,1985,1980,05-May-21
Moga,Kot ise Khan,Other,Cereals,"15,500.00",1975.0,1985,1980,04-May-21
Moga,Kot ise Khan,Other,Cereals,"1,000.00",1975.0,1985,1980,03-May-21
Moga,Kot ise Khan,Other,Cereals,"8,000.00",1975.0,1985,1980,02-May-21
Moga,Kot ise Khan,Other,Cereals,"22,000.00",1975.0,1985,1980,01-May-21
Moga,Kot ise Khan,Other,Cereals,"15,340.00",1975.0,1985,1980,30-Apr-21
Moga,Kot ise Khan,Other,Cereals,"15,514.00",1975.0,1985,1980,29-Apr-21
Moga,Kot ise Khan,Other,Cereals,"37,250.00",1975.0,1985,1980,28-Apr-21
Moga,Kot ise Khan,Other,Cereals,"50,000.00",1975.0,1985,1980,27-Apr-21
Moga,Kot ise Khan,Other,Cereals,"15,500.00",1975.0,1985,1980,26-Apr-21
Moga,Kot ise Khan,Other,Cereals,"31,500.00",1975.0,1985,1980,25-Apr-21
Moga,Kot ise Khan,Other,Cereals,"27,000.00",1975.0,1985,1980,24-Apr-21
Moga,Kot ise Khan,Other,Cereals,"64,250.00",1975.0,1985,1980,23-Apr-21
Moga,Kot ise Khan,Other,Cereals,"21,500.00",1975.0,1985,1980,22-Apr-21
Moga,Kot ise Khan,Other,Cereals,"18,000.00",1975.0,1985,1980,21-Apr-21
Moga,Kot ise Khan,Other,Cereals,"35,250.00",1975.0,1985,1980,20-Apr-21
Moga,Kot ise Khan,Other,Cereals,"53,000.00",1975.0,1985,1980,19-Apr-21
Moga,Kot ise Khan,Other,Cereals,"42,500.00",1975.0,1985,1980,18-Apr-21
Moga,Kot ise Khan,Other,Cereals,"47,000.00",1975.0,1985,1980,17-Apr-21
Moga,Kot ise Khan,Other,Cereals,"57,250.00",1975.0,1985,1980,16-Apr-21
Moga,Kot ise Khan,Other,Cereals,"12,750.00",1975.0,1985,1980,15-Apr-21
Mohali,Kurali,Other,Cereals,3,2500.0,2600,2550,08-Dec-23
Mohali,Kurali,Other,Cereals,4,2600.0,2650,2600,07-Dec-23
Mohali,Kurali,Other,Cereals,15,2600.0,2700,2650,23-Jan-23
Mohali,Kurali,Other,Cereals,12.5,2800.0,2820,2810,21-Jan-23
Mohali,Kurali,Other,Cereals,25,2700.0,2750,2720,20-Jan-23
Mohali,Kurali,Other,Cereals,28,2700.0,2750,2725,19-Jan-23
Muktsar,Malout,Other,Cereals,"4,223.00",2125.0,2125,2125,10-May-23
Muktsar,Malout,Other,Cereals,"3,165.00",2125.0,2125,2125,09-May-23
Muktsar,Malout,Other,Cereals,"3,810.00",2125.0,2125,2125,08-May-23
Muktsar,Malout,Other,Cereals,"4,619.00",2125.0,2125,2125,07-May-23
Muktsar,Malout,Other,Cereals,"4,467.00",2125.0,2125,2125,06-May-23
Muktsar,Malout,Other,Cereals,"7,326.00",2125.0,2125,2125,05-May-23
Muktsar,Malout,Other,Cereals,"6,232.00",2125.0,2125,2125,04-May-23
Muktsar,Malout,Other,Cereals,"7,973.80",2125.0,2125,2125,03-May-23
Muktsar,Malout,Other,Cereals,"7,115.00",2125.0,2125,2125,02-May-23
Muktsar,Malout,Other,Cereals,"11,476.00",2125.0,2125,2125,01-May-23
Muktsar,Malout,Other,Cereals,"10,084.00",2125.0,2125,2125,30-Apr-23
Muktsar,Malout,Other,Cereals,"10,509.00",2125.0,2125,2125,29-Apr-23
Muktsar,Malout,Other,Cereals,"11,890.00",2125.0,2125,2125,28-Apr-23
Muktsar,Malout,Other,Cereals,"13,294.00",2125.0,2125,2125,27-Apr-23
Muktsar,Malout,Other,Cereals,"14,629.00",2125.0,2125,2125,26-Apr-23
Muktsar,Malout,Other,Cereals,"15,836.00",2125.0,2125,2125,25-Apr-23
Muktsar,Malout,Other,Cereals,"21,494.00",2125.0,2125,2125,24-Apr-23
Muktsar,Malout,Other,Cereals,"14,549.00",2125.0,2125,2125,23-Apr-23
Muktsar,Malout,Other,Cereals,"18,932.00",2125.0,2125,2125,22-Apr-23
Muktsar,Malout,Other,Cereals,"20,348.00",2125.0,2125,2125,21-Apr-23
Muktsar,Malout,Other,Cereals,"21,924.00",2125.0,2125,2125,20-Apr-23
Muktsar,Malout,Other,Cereals,"8,734.00",2125.0,2125,2125,19-Apr-23
Muktsar,Malout,Other,Cereals,"15,523.00",2125.0,2125,2125,18-Apr-23
Muktsar,Malout,Other,Cereals,"20,077.00",2125.0,2125,2125,17-Apr-23
Muktsar,Malout,Other,Cereals,"12,201.50",2125.0,2125,2125,16-Apr-23
Muktsar,Malout,Other,Cereals,"7,793.00",2125.0,2125,2125,15-Apr-23
Muktsar,Malout,Other,Cereals,"5,678.90",2015.0,2015,2015,16-Apr-22
Muktsar,Malout,Other,Cereals,"4,500.00",2015.0,2015,2015,15-Apr-22
Muktsar,Malout,Other,Cereals,"2,032.00",2015.0,2015,2015,10-Apr-22
Muktsar,Malout,Other,Cereals,151,2015.0,2015,2015,09-Apr-22
Muktsar,Malout,Other,Cereals,50,2015.0,2015,2015,08-Apr-22
Muktsar,Malout,Other,Cereals,"1,148.00",1975.0,1975,1975,09-May-21
Muktsar,Malout,Other,Cereals,"1,903.00",1975.0,1975,1975,08-May-21
Muktsar,Malout,Other,Cereals,"11,799.00",1975.0,1975,1975,04-May-21
Muktsar,Malout,Other,Cereals,"12,174.00",1975.0,1975,1975,03-May-21
Muktsar,Malout,Other,Cereals,"7,035.00",1975.0,1975,1975,02-May-21
Muktsar,Malout,Other,Cereals,"14,899.00",1975.0,1975,1975,01-May-21
Muktsar,Malout,Other,Cereals,"10,925.00",1975.0,1975,1975,30-Apr-21
Muktsar,Malout,Other,Cereals,"15,085.00",1975.0,1975,1975,29-Apr-21
Muktsar,Malout,Other,Cereals,"10,925.00",1975.0,1975,1975,28-Apr-21
Muktsar,Malout,Other,Cereals,"16,945.00",1975.0,1975,1975,26-Apr-21
Muktsar,Malout,Other,Cereals,"15,860.00",1975.0,1975,1975,25-Apr-21
Muktsar,Malout,Other,Cereals,"12,231.00",1975.0,1975,1975,24-Apr-21
Muktsar,Malout,Other,Cereals,"72,612.00",1975.0,1975,1975,18-Apr-21
Muktsar,Malout,Other,Cereals,"18,730.00",1975.0,1975,1975,17-Apr-21
